Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	ES_SP_B2_19_16_3_ACA	2019	46 / 60	76.7	B2 (upper intermediate)	Female	19	Universidad de Granada	Traducción e Interpretación	1º	Spanish	Spanish	Spanish	Spanish	3	16	Yes	USA	2016, 2017	9	Advanced C1	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.75 / 6	German	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Spoken	3	3. Film	spoken_offline_lab	5	Outside classroom	""	hhh the last movie I saw was señor dame paciencia it was / a Spanish comedy hhh so uh it was about a family / hhh a really a hhh interesting family hhh actually hhh and uh hhh the / the father was a little bit disre= disrespectful with hhh uh his son / and his daughters hhh / but uh the mother was the one who uh carried hhh uh carried on with the family and everything hhh but she died so uh the father saw himself / uh / hhh with the hhh with the uh hhh responsibility of / taking care of / their children / they are no children because they are a= adults but / anyways hhh / and uh / then uh the father / uh hhh when the mother dies the father hhh / sees uh hhh his wife hhh basically hhh and / he thinks that he can / talk / to his wife hhh so his wife uh tells him hhh that she has to go / he has to go to a trip hhh / with uh his family with his children hhh and there are / boyfriends or girlfriends hhh so uh hhh the son has a boyfriend / a black / hhh he's a black boy hhh so the father doesn't like that hhh uh one of his / daughters / has a / hhh a boyfriend but he is uh / uh little bit weird so he doesn't like him either hhh and / the other hhh / the other boyfriend of a / like the other boyfriend hhh uh / is from Cataluña hhh so he doesn't like that either hhh uh hhh so basically they go on a trip / and hhh / things happen hhh 'n' / at the end they basically uh / accept themselves hhh and they / they / I don't know they finally respect each other hhh / and they love each other again hhh so yeah	
Learners	ES_WR_B2_19_14_3_AJDC	2019	46 / 60	76.7	B2 (upper intermediate)	Male	19	Universidad de Granada	Estudios Ingleses	2º	Spanish	Spanish	Spanish	Spanish	5	14	Yes	England, Canada, Ireland, Scotland	2013, 2014, 2015, 2016, 2017	5	Advanced (C1)	C1 (lower advanced)	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	4.5 / 6	Portuguese	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	Written	3	3. Film	written_online	20	Outside classroom	""	"In order to get started, I would like to say that there is a wide range of films I could have chosen to deal with in this task. However, as a great Harry Potters fan, and as I've recently watched all of this saga, I've finally decided to do it about the fourth film, called ""The Order of the Phoenix"". <br/>  <br/> The film gets started when Harry and his Friends come up with the idea of attending a quidditch match. While the game took place, it was interrupted by the attack of Voldemort followers, known as ""The Death Eaters"". Afterwards, the whole film is about the the participance of Harry in"" the Three Wizards tournaments"", which at the end does not turn out to be what it seems to."	
Learners	ES_WR_B2_19_15_3_YCMM	2019	46 / 60	76.7	B2 (upper intermediate)	Female	19	Universidad de Granada	Educación Primaria Bilingüe	Segundo	Spanish	Spanish	Spanish	Spanish	4	15	No	""	""	0	B2 del Centro de Lenguas Modernas	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	4.25 / 6	French	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	5	Outside classroom	Bilingual dictionary (Spanish/English)	The last film that I have seen is Maleficient 2. I had so much expectations on it so I went to the cinema with my friends. In my opinion, the film was a perfect ending of the first one. It had everything on it: action, romance, fantasy... <br/> At the beggining, Maleficient's daughter (who had become the swamp's queen) tell her that she is going to get married but her mother refuse to that. After a long thinking she gets convinced by her daughter to go to a dinner with the groom's parents. They are kings.  <br/> The groom's mother, who is the evil character of this film, makes Maleficient angry in order to ambush her and let the rest think that she has cursed the king.  <br/> Her daughter gets angry with her and refuse to go home, so Maleficient goes away. In her path, she gets shooted by the queen's assistant. Suddenly, a creature that looks like Maleficient save her and take her to a land where live lots like her. She didn't know about the existence of that place. There, she gets told that she is the Queen of that place and that she is the Fenix.  <br/> Meanwhile in the groom's kingdom, they are preparing the wedding. All the creatures of the swamp get invited but not for a good reason. Maleficient's daughter finds the truth while almost all the creatures are being killed by the queen's assistant inside the church.  <br/> Maleficient's siblings go to the kingdom too to kill all the humans due to a hugehate caused by the humans' try of exterminating them.  <br/>  <br/> Maleficient's daughter gets locked up in her room by the guards and when everything seems to get lost Maleficient arrives and saves everyone. She also turn the queen into a goat.  <br/> Watching her acts, the war stops so that peace comes to the kingdom. <br/> At the end they all lived happily ever after.	
Learners	ES_WR_B2_19_16_3_ACA	2019	46 / 60	76.7	B2 (upper intermediate)	Female	19	Universidad de Granada	Traducción e Interpretación	1º	Spanish	Spanish	Spanish	Spanish	3	16	Yes	USA	2016, 2017	9	Advanced C1	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.75 / 6	German	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	5	Outside classroom	""	"The last film I watched was ""Señor dame paciencia"". It's a Spanish comedy. It talks about the story of a family, in which the mother dies and the father has to take her role. His children are adults but they have personalities and likes that he does not like, for example, his son is gay and he hates that. They go on a family trip and things happen there until they obviously respect and love each other again."	
Learners	ES_WR_B2_21_14_3_LL	2019	46 / 60	76.7	B2 (upper intermediate)	Female	21	Universidad de Granada	Estudios ingleses	Cuarto	Spanish	Spanish	Spanish	Spanish	7	14	Yes	England	2018-2019	9	First Certificate	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	5	Inside classroom	""	The last movie I watched was It chapter 2. In this movie a group of childhood friends (now grown ups) have to go back to their hometown to kill a killer clown who terrorised them when they were kids. It's very interesting to see how the kids have changed and how their friendship never really disappeared. It seems like it's going to be just another horror films but it actually focuses on the values of friendship and how you can friends can be like a second family	
Learners	ES_WR_B2_22_14_3_ASM	2019	46 / 60	76.7	B2 (upper intermediate)	Female	22	Universidad de Granada	Estudios Ingleses	4	Spanish	Spanish	Spanish	Spanish	8	14	Yes	United Kingdom	2018	9	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	15	Inside classroom	""	The last film I've seen was about an American girl who travel to Europe with one of her friends to visit some of the main cities. Their first stop was Paris. There, they know a guy in the airport that takes them to their apartment. After an hour, several men with guns enter the apartment and kidnap them. The girl calls her father while she is hiding, but she is finally catch. The father shows to be a spice and, immediately, flies to France to rescue her daughter. The film develops showing the journey the father goes through to save his daughter.	
Learners	ES_WR_B2_22_15_3_JMPM	2019	46 / 60	76.7	B2 (upper intermediate)	Male	22	Universidad de Granada	Estudios Ingleses	4º	Spanish	Spanish	Spanish	Spanish	7	15	No	""	""	0	First Certificate	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	""	""	""	""	""	Written	3	3. Film	written_online	11	Inside classroom	Bilingual dictionary (Spanish/English)	The last movie i watched was “The Troll Hunter”, a Norwegian produced and directed film in which a group of journalism students. They are doing a filmed documentary about Norwegian landscape when, all of a sudden, they discover a bizarre man in a ban, and they start following him wherever he goes. The man tell the students that even he says he works as a plague controller, he’s indeed the one who holds off all the trolls over the Scandinavian countries. The film is a false documentary where the students are filming the hunter’s methods and instruments, and they film how the trolls behave in a natural environment, something the Government has tried to hide from the public eye. It’s a very interesting take on a “false documentary” with good 3D animation, and a really unique way to represent the Scandinavian and, more specifically, the Norwegian mythology.	
Learners	ES_WR_B2_18_12_3_JMO	2016	94 / 120	78.3	B2 (upper intermediate)	Female	18	Universidad de Granada	Filología (excepto Filología Inglesa)	2UNI	Spanish	Spanish	Spanish	Spanish	6	12	No	""	""	0	""	A2 (upper beginner)	B2 (upper intermediate)	C1 (lower advanced)	B1 (lower intermediate)	3.5 / 6	""	""	""	""	""	Written	3	3. Film	written_offline_classroom	""	""	""	Yesterday I saw a movie called 'Spiders'. I hate spiders but I watched because I was boring. <br/> The movie was about spiders, obviously. Here is the plot: A nuclear central was throughing out toxics into the local river. Near the river there was a storage man who had a hundreds of freaking spiders. Some of them scaped from the storage man's house and went to the river. Maybe they wanted to have a shower , I don't know. The thing is that these spiders got into the river and suddenly they grown up incredibly faster.  <br/> After that, the huge spiders decided to go to the supermarket where there were a lot of people. <br/> And obviously, like in this kind of movies, people saw the spiders and they shocked. But them, they decided to kill the spiders. <br/> And that's all. People fighting spiders. <br/> Definetly, there was a board afternoon. And I hate even more spiders. <br/> What a ridicoluos movie!!	
Learners	ES_WR_B2_18_15_3_GRG	2019	47 / 60	78.3	B2 (upper intermediate)	Female	18	Universidad de Granada	Doble grado en Traducción e Interpretación + Turismo	Primer curso	Spanish	Spanish	Spanish	Spanish	3	15	No	United Kingdom, USA	2009, 2017	0	First Certificate	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	4.5 / 6	French, German	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	3	3. Film	written_online	10	Outside classroom	Monolingual dictionary	The other day I watched the Lord of the Rings. This trilogy is one of my favorites. My father had presented me the Tolkien's world when I was nearly 7 years old. I has always been very keen on this fantastic film. Furthermore, my brother has read the three books, he is such a freak as well. <br/> When in 2012 the Hobbit was released, my interest in Tolkien increased. I bought and watched all his films. Twice a month some friends of mine come to my house in order to watch the movies.  <br/> I firmly believe that when I have time, I'll read all Tolkien's books.	
Learners	ES_WR_B2_19_13_3_IFL	2017	47 / 60	78.3	B2 (upper intermediate)	Female	19	Universidad de Granada	Traducción e interpretación	1º	Spanish	Spanish	Spanish	Spanish	6	13	No	""	""	0	C1	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.75 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	10	Outside classroom	Spellchecker	Last week I watched with my boyfriend “Your name” a Japanese anime film. The film is directed by Makoto Shinkai. The main argument is about a girl and a boy that exchange their bodies while they are sleeping. The girl name is Mitsuha and she lives in a really small town in the north of Japan. The boy is called Taki and he lives in Tokyo, the capital. When they are aware that their bodies are being exchanged (and they are not dreaming) they decided to live notes for the other in order to help themselves not to attract too much attention to their unusual behavior. They will help each other to get over some problems in their lives. With time, connection between them wound grow more and more until they care more about the other.	
Learners	ES_WR_B2_20_14_3_MPC	2016	94 / 120	78.3	B2 (upper intermediate)	Female	20	Universidad de Granada	Filología (excepto Filología Inglesa)	3UNI	Spanish	Spanish	Spanish	Spanish	6	14	Yes	England	2012	1	""	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	3.5 / 6	Italian, German	""	""	""	""	Written	3	3. Film	written_offline_classroom	""	""	""	The film I'm going to talk about is called 'Before me', its genre is romantic (one of my favourite genres). The film tells the story of a rich man who is unable to walk and needs a person to help him to make a normal life. Well, that was what her mother said because he said that he can do things by himself. After some difficulties, a girl who needed a job get the job. As you can  imagine, the boy was not glad of having remane to take care of him so at first he was unfriendly with the lovely girl but at the end of stay, he fell in love with the girls. He was so in love that he  thought that he should die because she doesn't deserve a man who can't offers her a good life.  He didn't want her to choose a misery life. She tries to stop him because she doesn't matter having a life like this because she really loved him but it didn't work so at the end of the story he dies and leaves her enough money and presents make her happy despite of his death.	
Learners	ES_SP_B2_21_14_3_MPF	2019	47 / 60	78.3	B2 (upper intermediate)	Female	21	Universidad de Granada	Estudios Ingleses	4º	Spanish	Spanish	Spanish	Spanish	6	14	Yes	United Kingdom	2018	3	B1	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	""	""	""	""	""	Spoken	3	3. Film	spoken_offline_lab	10	Outside classroom	Bilingual dictionary (Spanish/English)	well / the / last film I saw / at the cinema was / the joker / hhh uh the starring hhh actor was Joaquin Phoenix and I think hhh his performance was great and he deserves the Oscar hhh I just wanted to mention that before starting describing the film / hhh it is about / a man / with a mental disorder hhh and / hhh how his / hhh / uh / left out and rejected by society / hhh uh / because he cannot control his mental disease hhh at the same time hhh he want to be hhh / a / comedian he wants to be clown he wants to makes / make people happy hhh but as he has mental disorder hhh / at his psychological ill hhh people don't let him / hhh xxx society hhh / doesn't / allow him / to do that because simply because he's not / normal for say in a way hhh / uh so / his mental disorder / hhh advances and advances because he's continuously rejected hhh / uh by society and hhh mostly by the / hhh the elite for the / wealth people rich people hhh / hhh and we see how / poor people are / uh ill people per se hhh uh are hhh / are rejected so at the end hhh uh / he kills someone at the tv because he goes to / to a tv show hhh to explain what he wants to do as a comedian hhh and at the end he shoot one man hhh and he becomes at the end of the day he becomes the icon of a revolution against hhh the / highest social classes hhh and I think is a strong criticism to / uh / the elite and hhh to capitalism on / all those people controlling hhh the xxx or the hhh poor of the of the hhh / poor people and also uh / hhh it treats very good hhh uh mental disorders and how if we reject hhh them and if we don't integrate them in society / uh how they feel I think the film really describes that in a very good way hhh	
Learners	ES_WR_B2_21_10_3_CAC	2017	47 / 60	78.3	B2 (upper intermediate)	Female	21	UDC	Grado en Inglés	""	Spanish	Spanish	Spanish	Spanish	10	10	Yes	South Wales	2015-2016	9	C1	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	B2 (upper intermediate)	4.5 / 6	French, Portuguese	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	7	Outside classroom	""	The Interview' narrates the environment of South Korea under the dictatorship of Kim. Throughout the work of the two protagonists, who are going to interview he great leader, the dictator Kim will be exposed in front of a million viewers of a Television Interview as an evil person who manipulates information around the world, who threats the welfare of his own country and the peace in the rest of the world.	
Learners	ES_WR_B2_21_13_3_CSL	2019	47 / 60	78.3	B2 (upper intermediate)	Female	21	Universidad de Granada	Estudios Ingleses	4º	Spanish	Spanish	Spanish	Spanish	8	13	No	""	""	0	First Certificate (B2)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	20	Inside classroom	""	The Greatest Showman is the last film I have watched recently. It is about an unemployed man who decided to inaugurate a museum of waxen figures with the help of a loan bank. However, this museum was not so successful and he decided to change his show.  <br/> He inaugurated a circus with strange people such as a bearded lady.  <br/> This show became very successful but the protagonist became obsessed with money and fame, so he abandoned the people that performed in his show and also his family. <br/> Finally, he realised that he had made a mistake and the people who used to work for him helped him. They rebuilt together a open-air circus. <br/> I enjoyed a lot the songs, but also the plot.	
Learners	ES_WR_B2_21_14_3_MPF	2019	47 / 60	78.3	B2 (upper intermediate)	Female	21	Universidad de Granada	Estudios Ingleses	4º	Spanish	Spanish	Spanish	Spanish	6	14	Yes	United Kingdom	2018	3	B1	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	10	Outside classroom	Bilingual dictionary (Spanish/English)	The last film I have seen is 'JOKER'. I saw it at the cinema two weeks ago. It is about the story of a man with a mental disorder and his unfulfilled dream to be a comedian. Little by little we see how society rejects people like him. He notices all this and suffers a series of disgraces, which make his disease get worse, until the point of even killing people. He, becomes, at the same time, a symbol and leader of a revolution against aristocracy.	
Learners	ES_WR_B2_21_15_3_ILM	2019	47 / 60	78.3	B2 (upper intermediate)	Female	21	Universidad de Granada	Estudios Ingleses	Cuarto	Spanish	Spanish	Spanish	Spanish	6	15	No	""	""	0	First Certificate (B2)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	2 / 6	""	""	""	""	""	Written	3	3. Film	written_online	2	Outside classroom	""	The last film I have watched is 'The King'. This film is the newest adaptation of Shakespeare's 'Henry V'. I found it quite slow when talking about the rhythm of the film. But the costumes, images and the actors are a very good representation of a medieval England. In general, I enjoyed watching this film but it is not one of my favorites. I think it has been more successful just because the main protagonists are well-known actors like Timothée Chalamet, Robert Pattinson or Lilly-Rose Depp.	
Learners	ES_WR_B2_21_16_3_LM	2019	47 / 60	78.3	B2 (upper intermediate)	Female	21	Universidad de Granada	Estudios Ingleses	4	Spanish	Spanish	Spanish	Spanish	5	16	Yes	England, Ireland	2011, 2012, 2013, 2018-2019	11	B2	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	2	Inside classroom	""	I watched Harry Potter last week. It was the second film, where Harry meets Tom Riddle and he tried to kill him (like in the rest of the films). In the film Harry meets Dobby, who tries to warn him of the dangers of going to Hogwarts that year, as Voldemort is closer to him and is in better shape since their last encounter, where he was just a face attached to one of Harry’s professors. Many of Harry’s friends are petrified along the film, until Harry manages to open the Chamber of Secrets and fights the Obelisk. He kills the Obelisk, that happens to be one of Voldemort’s horcruxes. In the end, all of Harry’s friends are brought back to life and Harry is ready for another year of trying to be killed by Voldemort.	
Learners	ES_WR_B2_23_17_3_PHM	2019	47 / 60	78.3	B2 (upper intermediate)	Male	23	Universidad de Granada	Estudios Ingleses	4	Spanish	Spanish	Spanish	Spanish	6	17	Yes	Ireland, England	Aged 14 (1 month England), aged 17 (3 months Ireland), since 19 onwards (1 week UK every year)	5	Cambridge First Certificate	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.75 / 6	Basque, German	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	17	Outside classroom	""	Marie Antoinette' was filmed in 2006. The Austrian protagonist of this drama gives the title of the film. An arranged marriage with a French prince completely changes her life as she is now compelled to live in a foreign and luxurious palace. At first, it was difficult for her to get used to the new lifestyle that was presented before her, though she gradually becomes part of the royal family and begins to enjoy the luxury that such a life can bring to the table. However, an excessively expensive lifestyle and the vice of gambling plus many bad decisions that the monarchs had made, eventually provoked a great loss of wealth that the French people do not tolerate. The general discontent of the population leads them to assault Versailles.	
Learners	ES_WR_B2_23_18_3_MRO	2019	47 / 60	78.3	B2 (upper intermediate)	Female	23	Universidad de Granada	Estudios Ingleses	Cuarto	Spanish	Spanish	Spanish	Spanish	5	18	Yes	Ireland	2019	1.5	C1	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	A2 (upper beginner)	A2 (upper beginner)	B2 (upper intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	330	Inside classroom	""	Recently I watched Braindead. It was a horrible film. Everyone ends up dying and they turn  into weird zombies who are rotten on the inside. It all happens because there's a diabolic animal which is taken to a zoo and it bites the mother of a strange guy. She dies some days after but she becomes a zombie and bites the nurse who was assisting her. Little by little they start biting everyone else and the guy doesn't know what to do, he's surrounded by death itself and more or less cursed. Eventually his girlfriend helps him get out of that situation and the house with all the zombies inside gets burnt, so at the end of the film get rid of all the zombies.	
Learners	ES_WR_B2_27_20_3_LFM	2019	47 / 60	78.3	B2 (upper intermediate)	Female	27	Universidad de Granada	Estudios Ingleses	""	Spanish	Spanish	Spanish	Spanish	6	20	Yes	Ireland, England	2008-2009	2	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	""	Outside classroom	""	"I have seen an Spanish film called ""While War Lasts"" which is an historic movie set on the Spanish Civil War. It shows the beginning of the fascist movement in Spain, seen from Miguel de Unamuno's persperctive, a well-known writer who was in charge of the University of Salamanca. He does not share the ideólogy of the new movement but defend it as being as bad as the republic one. However, the disappearance of his friends led him to meet personally the leader of the fascists to ask him to find them or to liberate them, but to no avail. Consequently, as he was invited to give a speech for them for being an intelectual person, he decided to attack their system and the unfair violence employed in it. He almost got killed but he was saved in the last moment by Franco's woman, who was an admirer of his texts."	
Learners	ES_WR_B2_37_20_3_MMM	2019	47 / 60	78.3	B2 (upper intermediate)	Female	37	Universidad de Granada	Filología Inglesa	2013	Spanish	Spanish	Spanish	Spanish	12	20	No	""	""	0	CAE	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	10	Outside classroom	""	The last film I have watched was based on a famous character portrayed in Batman's comic strips. The film called Joker points out controversial issues such as loneliness or mental illnesses in a society full of social discontent that do not offer  proper solutios to reverse them. <br/> Social discontent is opposed to social welfare, social status makes a difference in people's daily life, low status citizens becoming more and more oppresed while rich people showing  a fake compassion towards them	
Learners	ES_WR_B2_42_34_3_LAS	2019	47 / 60	78.3	B2 (upper intermediate)	Female	42	Complutense de Madrid	Lingüística	""	Spanish	Spanish	Spanish	Spanish	8	34	Yes	Ireland	1992	4	First Certificate	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	3.25 / 6	German	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	10	Outside classroom	Bilingual dictionary (Spanish/English)	Recently I have seen Loving Pablo. The film is about the last part of Pablo Escobar's life. He was the most important drug trafficker in Colombia in the 80s. Virginia Vallejo is a very famous journalist in Colombia and she met Pablo Escobar in a private party in his house. From this moment they became lovers, despite he was married and had two children. During this years, he tried to become a congressman in order to stop the extradition law which is about to be approved.	
Learners	ES_SP_C1_18_12_3_ENO	2019	48 / 60	80	C1 (lower advanced)	Female	18	Universidad de Granada	Traducción e Interpretación	2ª	Spanish	Spanish	Spanish	Spanish	6	12	No	United Kingdom	2018	0	"B"""	B2 (upper intermediate)	B2 (upper intermediate)	C2 (upper advanced)	C1 (lower advanced)	4.75 / 6	French, Russian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	3	3. Film	spoken_offline_lab	30	Outside classroom	Bilingual dictionary (Spanish/English)	so last week / I was told to see / hhh I was told to watch a movie called / set back hhh it is a / recent Spanish movie hhh which / uh / was filmed in Madrid / hhh at first I didn't wanted to I didn't want to watch it as / the hhh actors / were / hhh Mario Casas / hhh and another / people who I didn't / hhh / uh I don't like hhh so much so hhh my first thought was that it was not going to be / a good / hhh movie hhh but then I realized that I had to give it a chance hhh as all my friends told me that / it was a fascinated movie hhh which amazed them hhh / hhh so I watched and it was all about / a couple who was hhh driving to the forest / in order to stay there for a few days hhh is important to remark that / the / it wasn't a / hhh true couple I mean / one / the / one of the guys hhh was cheating on / her / real couple hhh so / hhh that's it uh they / are driving to the fo= into the forest and suddenly hhh at the xxx jumped into the car / hhh so / they had xxx / hhh they hhh break into another car and / hhh / one the boy driving in that / car / dies / hhh so / they had / a / hhh a lapsus and / they start thinking what are we going to do with our lives now hhh if we call the police / we are going to / hhh go to jail / since we have killed a / young boy / hhh so the girl / uh / come up comes up with the idea of / hhh uh getting rid of the / hhh the died boy / hhh and the guy / decides to xxx her and / hhh he / takes the bo= uh the young boy to hhh / uh / hhh he / takes the young boy / to xxx / hhh and / hhh they return to town / hhh so / hhh I don't want to tell you a lot of a= about the movie because I / strongly recommend you to / watch it hhh and / in the end / it make me think about / how easily can / how easily your life can change hhh just because / uh / tiny / little / thing which / hhh is not even your fault / for example in this case / the accident I didn't have hhh nothing to do with the accident as / it was all the dear's fault hhh but / they / became / hhh uh / possibly / hhh guilty so hhh we should / encourage people to / live their lives / and / hhh to remember and keep in mind that / every little / thing can change your life dramatically just in a second / so / hhh don't forget to live	
Learners	ES_WR_C1_18_12_3_ENO	2019	48 / 60	80	C1 (lower advanced)	Female	18	Universidad de Granada	Traducción e Interpretación	2ª	Spanish	Spanish	Spanish	Spanish	6	12	No	United Kingdom	2018	0	"B"""	B2 (upper intermediate)	B2 (upper intermediate)	C2 (upper advanced)	C1 (lower advanced)	4.75 / 6	French, Russian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	3	3. Film	written_online	30	Outside classroom	Bilingual dictionary (Spanish/English)	"Last Friday, I was told to watch an Spanish film whose translation into English would be ""Setback"". Although I was not eager to watch it, as Spanish films do not tend to meet my expectations, I finally decided to give it a chance. <br/> The cast was definetely amazing: Mario Casas, José Coronado, Bárbara Lennie... In fact, they all are definetely talented actors. Besides, the plot was so interesting and extremely addictive. It all starts when a couple (Adrián Doria and Laura Vidal, his lover), has an accident in the middle of a forest. They accidentally kill a boy, who was coming back home in that precise moment. Both of them start to panic, as they see how their lifes might dramatically change just because of a traffic accident which was not even their fault, since it was all provoked by a deer's jump. Laura decides to avoid phoning the police and solve the problem themselves. She asks Adrián to shed the cadaver and he obbeys her. <br/> While Adrián looks for a place to get rid of the boy, Laura asks for help. A man who had been driving over there, finds her and invites her home in order to repair her car. She accepts and a succession of strange events, which I will not reveal so you can enjoy this amazing film, start happening from this point on. <br/> At the beginning, the film seems not to have any sense at all, but it reminded me of a puzzle: every single detail is relevant and everything gains meaning. <br/> Have you ever thought about your life? Have you ever considered destiny as a relevant factor in your life? All these questions and some others are answered in the film. Furthermore, it really made me reflect about how easy is to lose it all just because of small details. Every decision has its consequences, which can turn your life from a paradise to a hell."	
Learners	ES_SP_C1_19_12_3_CCS	2019	48 / 60	80	C1 (lower advanced)	Female	19	Universidad de Granada	Filología Hispánica	Segundo	Spanish	Spanish	Spanish	Spanish	4	12	No	""	""	0	B2	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	German	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Spoken	3	3. Film	spoken_offline_lab	10	Inside classroom	""	okay so the film I’m going to talk about is called in spanish todos los saben which is english hhh in english means hhh uh they all know it / hhh and it's it is an spanish film / uh hhh which / uh describes / hhh the situation of uh a family hhh / mainly uh / hhh that's half english hhh I mean half spanish and half argentinean hhh uh the main characters are two friends / uh two spanish friends hhh uh which in the past had some sort of uh hhh sentimental relation relationship hhh uh but in hhh in the present moment uh are only friends hhh uh because the spanish woman is married with an argentinian man and they have two kids hhh so the / hhh the story takes place in during the wedding of / the sister of / this spanish / woman / hhh and during this celebration / uh to / uh were the / husband the argentinian husband wasn't there hhh uh in this celebration uh hhh / uh the older daughter of the hhh half argentinian spanish / family uh gets kidnapped / hhh uh hhh mysteriously hhh and / hhh well the wedding is a disaster and the mother is completely mad and she doesn't know hhh uh what to do / and hhh so this is how / hhh what the film talk about and finally the girl uh appears hhh uh with the help / of the friend / the / all / boyfriend / of the woman / and / that's all about	
